"","ResponseId","Employment","LearnCode","YearsCode","Gender","WorkExp","EdLevel","Country","Age","Ethnicity"
"45354",45354,"Employed","Online Course","35","Man",37,"Bachelor degree","United States of America","45-54 years old","Other"
"45355",45355,"Employed","University","20","Man",16,"Bachelor degree","Brazil","35-44 years old","Multiracial"
"45356",45356,"Employed","University","7","Man",3,"Master's degree","France","18-24 years old","Multiracial"
"45359",45359,"Employed","University","12","Man",8,"Bachelor degree","United States of America","25-34 years old","Asian"
"45360",45360,"Employed","Online Course","25","Man",20,"Other","United States of America","35-44 years old","White"
"45361",45361,"Employed","Online Course","16","Man",15,"Master's degree","Russian Federation","35-44 years old","European"
"45362",45362,"Other","University","24","Man",25,"Bachelor degree","Australia","45-54 years old","White"
"45363",45363,"Employed","Online Course","17","Man",17,"Bachelor degree","United States of America","45-54 years old","White"
"45364",45364,"Employed","Other","39","Other",21,"Doctoral degree","United States of America","45-54 years old","White"
"45365",45365,"Employed","Online Course","2","Man",1,"Other","Uzbekistan","18-24 years old","Asian"
"45366",45366,"Employed","University","35","Man",20,"Master's degree","Canada","55-64 years old","Multiracial"
"45367",45367,"Employed","University","12","Man",9,"Bachelor degree","United States of America","25-34 years old","White"
"45368",45368,"Employed","University","15","Man",11,"Master's degree","United States of America","35-44 years old","Multiracial"
"45371",45371,"Employed","University","6","Man",5,"Master's degree","United States of America","35-44 years old","European"
"45375",45375,"Employed","University","32","Man",32,"Master's degree","Mexico","45-54 years old","Multiracial"
"45376",45376,"Employed","University","4","Man",2,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"45378",45378,"Employed","University","7","Man",2,"Bachelor degree","Canada","25-34 years old","White"
"45380",45380,"Employed","University","24","Man",24,"Bachelor degree","United States of America","35-44 years old","Other"
"45381",45381,"Employed","University","18","Man",14,"Other","United States of America","25-34 years old","White"
"45382",45382,"Employed","University","18","Man",15,"Bachelor degree","United States of America","35-44 years old","White"
"45386",45386,"Employed","University","20","Man",16,"Bachelor degree","United States of America","35-44 years old","White"
"45387",45387,"Employed","Bootcamp","2","Woman",2,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45388",45388,"Employed","University","21","Man",15,"Master's degree","United States of America","35-44 years old","White"
"45389",45389,"Employed","Bootcamp","4","Man",6,"Professional degree","Mexico","18-24 years old","Multiracial"
"45390",45390,"Employed","Online Course","1","Man",44,"Secondary school","United States of America","55-64 years old","White"
"45393",45393,"Employed","University","12","Man",6,"Bachelor degree","United States of America","25-34 years old","White"
"45394",45394,"Employed","University","18","Man",20,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45395",45395,"Employed","University","22","Man",36,"Bachelor degree","United States of America","45-54 years old","White"
"45397",45397,"Employed","Online Course","37","Man",40,"Other","United States of America","45-54 years old","White"
"45400",45400,"Employed","University","17","Man",16,"Master's degree","Turkey","35-44 years old","Multiracial"
"45402",45402,"Employed","Online Course","20","Other",4,"Master's degree","Sweden","25-34 years old","Multiracial"
"45403",45403,"Employed","Online Course","8","Man",3,"Bachelor degree","Ecuador","18-24 years old","Multiracial"
"45405",45405,"Employed","University","7","Man",5,"Bachelor degree","Germany","18-24 years old","White"
"45406",45406,"Employed","University","15","Man",4,"Master's degree","Spain","25-34 years old","Multiracial"
"45407",45407,"Employed","University","13","Man",11,"Master's degree","United States of America","35-44 years old","White"
"45410",45410,"Employed","Online Course","2","Man",1,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45411",45411,"Employed","University","35","Man",30,"Bachelor degree","United States of America","45-54 years old","Multiracial"
"45413",45413,"Employed","Online Course","23","Man",19,"Other","Germany","35-44 years old","White"
"45415",45415,"Employed","Other","40","Man",36,"Bachelor degree","Ireland","55-64 years old","European"
"45416",45416,"Employed","University","38","Man",27,"Master's degree","United States of America","45-54 years old","White"
"45417",45417,"Employed","University","14","Woman",7,"Bachelor degree","United States of America","25-34 years old","White"
"45421",45421,"Employed","University","37","Man",25,"Bachelor degree","Canada","45-54 years old","Other"
"45422",45422,"Employed","University","7","Woman",4,"Bachelor degree","India","25-34 years old","Multiracial"
"45423",45423,"Other","University","30","Man",30,"Bachelor degree","Brazil","55-64 years old","White"
"45430",45430,"Employed","Bootcamp","23","Man",31,"Bachelor degree","Canada","45-54 years old","White"
"45433",45433,"Employed","University","12","Man",2,"Other","Argentina","25-34 years old","Multiracial"
"45436",45436,"Employed","Bootcamp","25","Man",25,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","45-54 years old","White"
"45441",45441,"Employed","Online Course","15","Man",14,"Bachelor degree","Belgium","35-44 years old","Multiracial"
"45442",45442,"Employed","Online Course","14","Man",12,"Bachelor degree","India","35-44 years old","Indian"
"45443",45443,"Employed","Online Course","12","Man",25,"Bachelor degree","United States of America","35-44 years old","White"
"45444",45444,"Employed","University","12","Man",12,"Bachelor degree","United States of America","25-34 years old","White"
"45446",45446,"Employed","University","11","Man",6,"Bachelor degree","Italy","25-34 years old","Multiracial"
"45447",45447,"Employed","University","25","Man",6,"Bachelor degree","Portugal","35-44 years old","White"
"45450",45450,"Employed","Online Course","4","Man",8,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45453",45453,"Employed","University","22","Man",13,"Doctoral degree","United States of America","35-44 years old","White"
"45457",45457,"Employed","Online Course","15","Man",6,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","White"
"45459",45459,"Employed","University","15","Man",14,"Other","Malta","35-44 years old","Multiracial"
"45460",45460,"Employed","Online Course","20","Man",18,"Secondary school","Argentina","35-44 years old","Multiracial"
"45462",45462,"Employed","University","7","Man",4,"Master's degree","Argentina","25-34 years old","Multiracial"
"45463",45463,"Employed","University","14","Woman",8,"Master's degree","India","25-34 years old","Indian"
"45464",45464,"Employed","University","37","Man",22,"Bachelor degree","United States of America","45-54 years old","White"
"45465",45465,"Employed","Bootcamp","2","Man",1,"Bachelor degree","India","18-24 years old","Indian"
"45469",45469,"Employed","University","5","Man",6,"Master's degree","Germany","25-34 years old","Multiracial"
"45470",45470,"Employed","University","18","Man",10,"Master's degree","Czech Republic","35-44 years old","European"
"45471",45471,"Employed","University","35","Man",29,"Bachelor degree","United States of America","45-54 years old","White"
"45472",45472,"Employed","Online Course","10","Man",8,"Secondary school","Canada","35-44 years old","Multiracial"
"45473",45473,"Employed","University","9","Man",4,"Bachelor degree","China","25-34 years old","Asian"
"45474",45474,"Employed","University","5","Man",50,"Doctoral degree","Mexico","65 years or older","Multiracial"
"45480",45480,"Employed","University","20","Man",16,"Other","Canada","35-44 years old","Multiracial"
"45483",45483,"Employed","University","12","Man",6,"Master's degree","Czech Republic","25-34 years old","European"
"45484",45484,"Employed","Online Course","Less than 1 year","Man",7,"Bachelor degree","United States of America","25-34 years old","Asian"
"45487",45487,"Employed","University","26","Man",22,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","45-54 years old","Multiracial"
"45490",45490,"Employed","University","20","Man",10,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","White"
"45491",45491,"Employed","University","9","Man",7,"Bachelor degree","United States of America","25-34 years old","White"
"45492",45492,"Employed","University","11","Man",3,"Associate degree","Canada","25-34 years old","White"
"45493",45493,"Employed","University","25","Man",15,"Other","United States of America","35-44 years old","White"
"45494",45494,"Employed","Online Course","29","Man",15,"Associate degree","Italy","35-44 years old","Multiracial"
"45495",45495,"Employed","University","6","Man",5,"Bachelor degree","United States of America","18-24 years old","White"
"45496",45496,"Employed","Online Course","9","Man",9,"Bachelor degree","United States of America","25-34 years old","White"
"45497",45497,"Employed","University","39","Man",32,"Bachelor degree","United States of America","55-64 years old","Multiracial"
"45498",45498,"Employed","University","17","Man",8,"Master's degree","Sweden","35-44 years old","Multiracial"
"45501",45501,"Employed","University","5","Man",3,"Associate degree","South Africa","25-34 years old","Multiracial"
"45504",45504,"Employed","University","24","Man",20,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45506",45506,"Employed","Online Course","10","Man",6,"Other","United Kingdom of Great Britain and Northern Ireland","25-34 years old","White"
"45507",45507,"Employed","Online Course","15","Man",15,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45508",45508,"Employed","University","5","Man",2,"Other","Argentina","25-34 years old","Multiracial"
"45510",45510,"Employed","University","18","Man",6,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45512",45512,"Employed","University","5","Man",4,"Bachelor degree","United States of America","25-34 years old","White"
"45514",45514,"Employed","Online Course","8","Man",12,"Associate degree","Brazil","25-34 years old","Multiracial"
"45515",45515,"Employed","Online Course","34","Man",30,"Secondary school","Argentina","45-54 years old","Multiracial"
"45518",45518,"Employed","University","14","Man",14,"Master's degree","United States of America","25-34 years old","White"
"45520",45520,"Employed","University","27","Man",27,"Bachelor degree","Brazil","45-54 years old","Multiracial"
"45521",45521,"Employed","Bootcamp","4","Man",4,"Bachelor degree","United States of America","25-34 years old","White"
"45522",45522,"Employed","University","9","Man",9,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45523",45523,"Employed","Online Course","10","Man",13,"Bachelor degree","United States of America","35-44 years old","White"
"45525",45525,"Employed","Bootcamp","4","Man",3,"Bachelor degree","United States of America","25-34 years old","Other"
"45529",45529,"Employed","University","10","Woman",2,"Doctoral degree","Canada","25-34 years old","Multiracial"
"45530",45530,"Employed","Bootcamp","5","Man",5,"Bachelor degree","Israel","35-44 years old","Multiracial"
"45531",45531,"Employed","University","26","Woman",20,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","Multiracial"
"45532",45532,"Employed","University","9","Man",15,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45537",45537,"Employed","University","12","Man",13,"Professional degree","United States of America","35-44 years old","Multiracial"
"45538",45538,"Employed","Online Course","35","Man",35,"Master's degree","United States of America","55-64 years old","White"
"45539",45539,"Employed","University","18","Man",3,"Bachelor degree","United States of America","25-34 years old","White"
"45542",45542,"Employed","University","9","Man",3,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","European"
"45543",45543,"Employed","Online Course","7","Man",18,"Professional degree","Montenegro","35-44 years old","Multiracial"
"45545",45545,"Employed","Online Course","25","Man",14,"Other","United States of America","25-34 years old","Multiracial"
"45547",45547,"Employed","University","17","Man",11,"Bachelor degree","United States of America","25-34 years old","White"
"45548",45548,"Employed","Online Course","19","Man",8,"Associate degree","United States of America","25-34 years old","Multiracial"
"45552",45552,"Employed","University","25","Man",18,"Master's degree","Iran, Islamic Republic of...","35-44 years old","Multiracial"
"45554",45554,"Employed","University","9","Man",2,"Bachelor degree","Mexico","25-34 years old","Multiracial"
"45555",45555,"Employed","University","16","Man",12,"Master's degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","White"
"45556",45556,"Employed","Bootcamp","12","Man",10,"Master's degree","United States of America","35-44 years old","White"
"45558",45558,"Employed","Online Course","14","Man",10,"Master's degree","Spain","35-44 years old","European"
"45560",45560,"Employed","University","30","Man",28,"Master's degree","United States of America","45-54 years old","White"
"45561",45561,"Other","University","40","Man",34,"Master's degree","Argentina","45-54 years old","White"
"45563",45563,"Employed","Online Course","9","Man",4,"Master's degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","Multiracial"
"45564",45564,"Employed","University","15","Man",10,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45565",45565,"Employed","Online Course","7","Man",5,"Bachelor degree","Tunisia","25-34 years old","Multiracial"
"45567",45567,"Employed","University","10","Other",5,"Doctoral degree","United States of America","25-34 years old","White"
"45569",45569,"Employed","University","33","Man",31,"Master's degree","Canada","55-64 years old","Multiracial"
"45571",45571,"Employed","University","18","Man",12,"Other","United States of America","35-44 years old","White"
"45573",45573,"Employed","Online Course","18","Man",14,"Bachelor degree","Spain","35-44 years old","European"
"45574",45574,"Employed","University","17","Man",12,"Bachelor degree","United States of America","35-44 years old","White"
"45575",45575,"Employed","Online Course","18","Man",17,"Bachelor degree","Israel","35-44 years old","Multiracial"
"45576",45576,"Employed","University","7","Man",4,"Bachelor degree","Italy","25-34 years old","Multiracial"
"45579",45579,"Employed","University","10","Other",10,"Master's degree","India","Prefer not to say","Indian"
"45582",45582,"Employed","Online Course","25","Man",20,"Master's degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","White"
"45583",45583,"Employed","Online Course","12","Man",12,"Other","China","25-34 years old","Asian"
"45584",45584,"Employed","Online Course","9","Woman",9,"Bachelor degree","United States of America","25-34 years old","Black"
"45586",45586,"Employed","University","10","Man",8,"Bachelor degree","Latvia","25-34 years old","Multiracial"
"45588",45588,"Employed","University","10","Man",7,"Bachelor degree","Luxembourg","25-34 years old","Multiracial"
"45589",45589,"Employed","University","10","Man",6,"Bachelor degree","United States of America","25-34 years old","White"
"45592",45592,"Employed","University","25","Man",20,"Bachelor degree","Colombia","35-44 years old","Multiracial"
"45593",45593,"Employed","University","30","Man",30,"Master's degree","Colombia","45-54 years old","Multiracial"
"45596",45596,"Employed","Online Course","7","Man",5,"Other","Mexico","25-34 years old","Multiracial"
"45597",45597,"Employed","University","6","Man",11,"Bachelor degree","United States of America","25-34 years old","White"
"45598",45598,"Employed","University","10","Man",5,"Master's degree","France","25-34 years old","European"
"45603",45603,"Employed","Online Course","30","Man",35,"Other","Germany","55-64 years old","European"
"45605",45605,"Employed","University","20","Man",15,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","White"
"45606",45606,"Employed","University","11","Man",9,"Bachelor degree","United States of America","25-34 years old","White"
"45609",45609,"Employed","University","4","Man",2,"Bachelor degree","Romania","18-24 years old","European"
"45611",45611,"Employed","University","8","Man",8,"Bachelor degree","Germany","25-34 years old","European"
"45612",45612,"Employed","Online Course","10","Man",6,"Doctoral degree","United States of America","25-34 years old","White"
"45613",45613,"Employed","Online Course","12","Man",10,"Other","United States of America","25-34 years old","Multiracial"
"45615",45615,"Employed","University","28","Man",14,"Master's degree","United States of America","35-44 years old","Multiracial"
"45617",45617,"Employed","Online Course","10","Man",8,"Other","United Kingdom of Great Britain and Northern Ireland","25-34 years old","Multiracial"
"45618",45618,"Employed","University","22","Man",17,"Bachelor degree","Philippines","35-44 years old","Multiracial"
"45619",45619,"Employed","University","11","Man",11,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","White"
"45621",45621,"Employed","Online Course","25","Man",22,"Bachelor degree","United States of America","35-44 years old","White"
"45622",45622,"Employed","University","12","Woman",11,"Bachelor degree","United States of America","25-34 years old","White"
"45623",45623,"Employed","University","6","Man",5,"Doctoral degree","Greece","35-44 years old","European"
"45628",45628,"Employed","Bootcamp","14","Man",33,"Secondary school","United States of America","45-54 years old","Multiracial"
"45629",45629,"Employed","University","12","Woman",7,"Bachelor degree","Costa Rica","25-34 years old","Multiracial"
"45630",45630,"Employed","University","11","Man",4,"Bachelor degree","Canada","25-34 years old","Multiracial"
"45631",45631,"Employed","Online Course","14","Woman",14,"Master's degree","Netherlands","35-44 years old","Multiracial"
"45635",45635,"Employed","Online Course","29","Man",23,"Other","United States of America","35-44 years old","White"
"45636",45636,"Employed","University","11","Man",10,"Other","Guatemala","25-34 years old","Multiracial"
"45638",45638,"Employed","Online Course","7","Man",3,"Other","United States of America","25-34 years old","White"
"45639",45639,"Employed","University","35","Man",27,"Other","United States of America","45-54 years old","Other"
"45640",45640,"Employed","Other","5","Man",1,"Bachelor degree","India","18-24 years old","Indian"
"45641",45641,"Employed","University","20","Man",10,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45642",45642,"Employed","University","10","Man",4,"Bachelor degree","India","25-34 years old","Indian"
"45643",45643,"Employed","University","40","Man",36,"Bachelor degree","United States of America","55-64 years old","White"
"45644",45644,"Employed","University","10","Man",7,"Bachelor degree","Costa Rica","25-34 years old","Multiracial"
"45646",45646,"Employed","Online Course","10","Man",5,"Doctoral degree","United States of America","25-34 years old","White"
"45647",45647,"Employed","University","6","Man",3,"Bachelor degree","United States of America","25-34 years old","White"
"45653",45653,"Employed","Online Course","4","Man",3,"Other","Nigeria","25-34 years old","African"
"45656",45656,"Employed","Online Course","30","Man",22,"Other","Russian Federation","35-44 years old","European"
"45657",45657,"Employed","Online Course","6","Man",10,"Bachelor degree","United States of America","25-34 years old","White"
"45658",45658,"Employed","University","11","Man",5,"Bachelor degree","Germany","35-44 years old","European"
"45659",45659,"Employed","University","10","Woman",0,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45661",45661,"Employed","University","6","Man",10,"Master's degree","Canada","35-44 years old","Multiracial"
"45662",45662,"Employed","University","22","Other",19,"Bachelor degree","United States of America","35-44 years old","White"
"45663",45663,"Employed","University","15","Man",8,"Professional degree","Argentina","25-34 years old","Multiracial"
"45664",45664,"Employed","University","16","Man",15,"Bachelor degree","New Zealand","35-44 years old","White"
"45665",45665,"Employed","Online Course","10","Man",8,"Bachelor degree","Armenia","25-34 years old","Multiracial"
"45666",45666,"Employed","University","19","Man",14,"Professional degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","Multiracial"
"45667",45667,"Employed","University","24","Woman",18,"Master's degree","United States of America","35-44 years old","White"
"45668",45668,"Employed","Online Course","15","Man",15,"Master's degree","Colombia","35-44 years old","European"
"45670",45670,"Employed","University","6","Man",4,"Master's degree","Romania","25-34 years old","European"
"45671",45671,"Employed","Online Course","7","Man",18,"Bachelor degree","Belarus","35-44 years old","Multiracial"
"45672",45672,"Employed","Online Course","20","Man",8,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45674",45674,"Employed","Other","15","Woman",8,"Master's degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","White"
"45675",45675,"Employed","Online Course","30","Man",30,"Master's degree","United States of America","65 years or older","White"
"45677",45677,"Employed","University","12","Man",6,"Master's degree","Austria","25-34 years old","European"
"45678",45678,"Employed","University","8","Man",1,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"45679",45679,"Other","University","8","Man",2,"Other","Uruguay","25-34 years old","Multiracial"
"45680",45680,"Employed","University","11","Man",5,"Master's degree","Taiwan","25-34 years old","Asian"
"45682",45682,"Employed","University","5","Man",4,"Master's degree","Spain","25-34 years old","European"
"45683",45683,"Other","University","19","Man",15,"Bachelor degree","Poland","35-44 years old","European"
"45686",45686,"Employed","University","19","Woman",6,"Master's degree","Canada","35-44 years old","Other"
"45687",45687,"Employed","University","22","Man",18,"Bachelor degree","United States of America","35-44 years old","White"
"45688",45688,"Employed","University","16","Man",16,"Bachelor degree","United States of America","25-34 years old","White"
"45689",45689,"Employed","University","12","Man",5,"Bachelor degree","United States of America","25-34 years old","White"
"45690",45690,"Employed","University","9","Man",5,"Master's degree","United States of America","25-34 years old","White"
"45692",45692,"Employed","University","20","Man",15,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45693",45693,"Employed","Bootcamp","4","Man",4,"Bachelor degree","United States of America","25-34 years old","White"
"45695",45695,"Employed","University","7","Woman",2,"Bachelor degree","Serbia","18-24 years old","European"
"45698",45698,"Employed","Online Course","7","Woman",4,"Bachelor degree","United States of America","25-34 years old","White"
"45700",45700,"Employed","University","14","Man",12,"Professional degree","Spain","25-34 years old","European"
"45703",45703,"Employed","University","20","Man",15,"Other","Chile","35-44 years old","Multiracial"
"45704",45704,"Employed","University","14","Man",14,"Bachelor degree","United States of America","35-44 years old","White"
"45705",45705,"Employed","University","20","Man",12,"Bachelor degree","United States of America","25-34 years old","White"
"45706",45706,"Employed","University","4","Woman",4,"Bachelor degree","Brazil","18-24 years old","Multiracial"
"45708",45708,"Employed","University","17","Man",9,"Bachelor degree","Portugal","25-34 years old","Multiracial"
"45712",45712,"Employed","University","8","Man",7,"Master's degree","Turkey","35-44 years old","Multiracial"
"45715",45715,"Employed","Other","25","Man",12,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45716",45716,"Employed","University","10","Man",5,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","18-24 years old","Multiracial"
"45717",45717,"Employed","Online Course","6","Man",2,"Bachelor degree","India","18-24 years old","Indian"
"45720",45720,"Employed","Bootcamp","9","Man",9,"Other","United States of America","25-34 years old","White"
"45721",45721,"Employed","University","24","Man",20,"Master's degree","Brazil","35-44 years old","White"
"45722",45722,"Other","University","25","Man",13,"Bachelor degree","Germany","35-44 years old","European"
"45723",45723,"Employed","University","10","Man",1,"Master's degree","United States of America","25-34 years old","Asian"
"45725",45725,"Employed","University","11","Man",6,"Bachelor degree","Spain","25-34 years old","Multiracial"
"45726",45726,"Employed","University","15","Other",14,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"45727",45727,"Employed","University","8","Man",3,"Master's degree","United States of America","25-34 years old","Multiracial"
"45728",45728,"Employed","University","49","Man",48,"Master's degree","United States of America","65 years or older","Multiracial"
"45729",45729,"Employed","University","10","Man",6,"Bachelor degree","Norway","25-34 years old","Other"
"45730",45730,"Employed","Other","4","Man",1,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"45732",45732,"Employed","University","8","Man",4,"Bachelor degree","Lithuania","25-34 years old","Multiracial"
"45733",45733,"Other","University","25","Man",22,"Master's degree","Poland","35-44 years old","Multiracial"
"45734",45734,"Employed","Bootcamp","3","Man",15,"Bachelor degree","Italy","25-34 years old","Multiracial"
"45735",45735,"Employed","University","18","Man",8,"Doctoral degree","Netherlands","35-44 years old","European"
"45736",45736,"Employed","University","6","Man",4,"Other","South Africa","35-44 years old","White"
"45737",45737,"Employed","University","19","Man",11,"Bachelor degree","United States of America","25-34 years old","White"
"45739",45739,"Employed","University","10","Man",7,"Master's degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","Multiracial"
"45741",45741,"Employed","University","15","Man",7,"Bachelor degree","United States of America","25-34 years old","White"
"45742",45742,"Employed","University","30","Man",30,"Master's degree","Brazil","45-54 years old","Multiracial"
"45743",45743,"Employed","University","6","Man",3,"Bachelor degree","Sri Lanka","25-34 years old","Multiracial"
"45744",45744,"Employed","Online Course","8","Man",8,"Bachelor degree","Peru","35-44 years old","Multiracial"
"45746",45746,"Employed","University","10","Man",8,"Other","Canada","25-34 years old","White"
"45748",45748,"Employed","University","14","Man",10,"Bachelor degree","United States of America","25-34 years old","White"
"45749",45749,"Employed","University","16","Man",5,"Master's degree","Iran, Islamic Republic of...","25-34 years old","Multiracial"
"45750",45750,"Employed","Bootcamp","5","Man",4,"Bachelor degree","United States of America","35-44 years old","White"
"45752",45752,"Employed","University","17","Man",9,"Bachelor degree","Spain","35-44 years old","Multiracial"
"45755",45755,"Employed","University","15","Man",14,"Bachelor degree","United States of America","25-34 years old","White"
"45756",45756,"Employed","University","20","Man",16,"Bachelor degree","Guatemala","35-44 years old","Multiracial"
"45758",45758,"Employed","Bootcamp","4","Woman",10,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45759",45759,"Employed","University","7","Man",4,"Bachelor degree","United States of America","35-44 years old","White"
"45761",45761,"Employed","University","8","Man",5,"Bachelor degree","Mexico","25-34 years old","Multiracial"
"45762",45762,"Employed","University","10","Man",7,"Bachelor degree","United Arab Emirates","25-34 years old","Indian"
"45763",45763,"Employed","Online Course","7","Man",12,"Master's degree","Argentina","35-44 years old","Multiracial"
"45764",45764,"Other","Other","12","Man",12,"Doctoral degree","United States of America","25-34 years old","White"
"45766",45766,"Employed","University","30","Woman",18,"Bachelor degree","United States of America","35-44 years old","White"
"45767",45767,"Employed","University","10","Man",4,"Master's degree","United Arab Emirates","18-24 years old","Multiracial"
"45772",45772,"Employed","University","25","Man",16,"Bachelor degree","Kazakhstan","35-44 years old","European"
"45773",45773,"Employed","Online Course","26","Man",20,"Other","United States of America","35-44 years old","White"
"45775",45775,"Employed","University","20","Man",17,"Bachelor degree","United States of America","35-44 years old","White"
"45776",45776,"Employed","University","14","Man",10,"Bachelor degree","United States of America","25-34 years old","Other"
"45778",45778,"Employed","Online Course","10","Man",8,"Secondary school","Italy","25-34 years old","European"
"45779",45779,"Employed","Online Course","15","Man",10,"Bachelor degree","Germany","35-44 years old","European"
"45780",45780,"Employed","University","7","Woman",3,"Master's degree","United States of America","35-44 years old","White"
"45781",45781,"Employed","University","30","Man",15,"Master's degree","Slovenia","35-44 years old","Multiracial"
"45782",45782,"Employed","University","4","Man",15,"Associate degree","United States of America","25-34 years old","White"
"45786",45786,"Employed","Online Course","8","Man",7,"Secondary school","Colombia","18-24 years old","Multiracial"
"45787",45787,"Employed","University","27","Man",22,"Bachelor degree","United States of America","45-54 years old","White"
"45788",45788,"Employed","Bootcamp","2","Man",3,"Other","Colombia","18-24 years old","Multiracial"
"45791",45791,"Employed","University","5","Man",1,"Bachelor degree","Sri Lanka","18-24 years old","Asian"
"45792",45792,"Employed","Online Course","10","Man",10,"Bachelor degree","United States of America","25-34 years old","White"
"45793",45793,"Employed","University","8","Man",6,"Bachelor degree","Colombia","18-24 years old","Multiracial"
"45796",45796,"Employed","Online Course","22","Man",22,"Associate degree","Serbia","35-44 years old","European"
"45797",45797,"Employed","University","6","Man",3,"Professional degree","Colombia","25-34 years old","Multiracial"
"45799",45799,"Employed","Bootcamp","7","Man",6,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45805",45805,"Employed","University","15","Man",15,"Master's degree","Canada","35-44 years old","Multiracial"
"45808",45808,"Employed","University","12","Man",9,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45810",45810,"Employed","University","8","Woman",15,"Master's degree","United States of America","35-44 years old","White"
"45814",45814,"Employed","Online Course","30","Man",28,"Bachelor degree","United States of America","45-54 years old","White"
"45817",45817,"Employed","University","9","Man",6,"Bachelor degree","United States of America","25-34 years old","White"
"45819",45819,"Employed","University","15","Man",17,"Bachelor degree","India","35-44 years old","Asian"
"45820",45820,"Employed","University","18","Man",10,"Master's degree","Australia","25-34 years old","Multiracial"
"45821",45821,"Employed","University","25","Other",16,"Master's degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","Multiracial"
"45822",45822,"Other","University","16","Man",14,"Master's degree","Poland","35-44 years old","Multiracial"
"45823",45823,"Employed","University","9","Man",2,"Bachelor degree","United States of America","25-34 years old","White"
"45824",45824,"Employed","University","37","Man",23,"Master's degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","White"
"45825",45825,"Employed","University","11","Man",4,"Bachelor degree","United States of America","25-34 years old","White"
"45828",45828,"Employed","University","30","Man",25,"Master's degree","United States of America","45-54 years old","Multiracial"
"45829",45829,"Employed","University","8","Man",6,"Associate degree","United States of America","25-34 years old","White"
"45832",45832,"Employed","University","10","Man",7,"Bachelor degree","Colombia","35-44 years old","Multiracial"
"45835",45835,"Employed","University","5","Man",2,"Bachelor degree","United States of America","18-24 years old","White"
"45837",45837,"Employed","Bootcamp","2","Man",1,"Master's degree","India","25-34 years old","Indian"
"45839",45839,"Employed","University","9","Man",7,"Bachelor degree","United States of America","35-44 years old","White"
"45840",45840,"Employed","University","30","Man",30,"Doctoral degree","United States of America","Prefer not to say","Multiracial"
"45841",45841,"Employed","University","20","Man",11,"Bachelor degree","United States of America","25-34 years old","White"
"45842",45842,"Employed","Online Course","15","Man",20,"Bachelor degree","Germany","35-44 years old","Multiracial"
"45845",45845,"Employed","Other","20","Man",17,"Master's degree","United States of America","35-44 years old","Multiracial"
"45846",45846,"Employed","University","13","Man",8,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45847",45847,"Employed","University","3","Man",1,"Bachelor degree","Pakistan","25-34 years old","Asian"
"45848",45848,"Employed","University","25","Man",21,"Bachelor degree","United States of America","35-44 years old","White"
"45853",45853,"Employed","University","23","Man",22,"Bachelor degree","Ireland","45-54 years old","Multiracial"
"45854",45854,"Employed","Online Course","9","Man",10,"Master's degree","Netherlands","35-44 years old","Multiracial"
"45855",45855,"Employed","University","22","Man",22,"Associate degree","United States of America","35-44 years old","Other"
